,Reported_Date,Zip Code,DVFlag,Latitude,Longitude
2089,1/12/2020,64153,Y,39.281602,-94.71439
3309,2/24/2020,64153,Y,39.281602,-94.71439
3498,3/3/2020,64153,Y,39.281602,-94.71439
3930,1/31/2020,64153,Y,39.281602,-94.71439
4527,1/24/2020,64153,Y,39.281602,-94.71439
6229,1/14/2020,64153,Y,39.281602,-94.71439
7579,1/7/2020,64153,Y,39.281602,-94.71439
7682,3/3/2020,64153,Y,39.281602,-94.71439
9744,1/19/2020,64153,Y,39.281602,-94.71439
11548,1/14/2020,64153,Y,39.281602,-94.71439
14330,1/7/2020,64153,Y,39.281602,-94.71439
15141,1/19/2020,64153,Y,39.281602,-94.71439
16571,2/24/2020,64153,Y,39.281602,-94.71439
17758,1/24/2020,64153,Y,39.281602,-94.71439
18354,1/31/2020,64153,Y,39.281602,-94.71439
20013,4/6/2020,64153,Y,39.281602,-94.71439
20374,3/15/2020,64153,Y,39.281602,-94.71439
21920,4/29/2020,64153,Y,39.281602,-94.71439
22769,4/27/2020,64153,Y,39.281602,-94.71439
23097,5/22/2020,64153,Y,39.281602,-94.71439
23703,3/23/2020,64153,Y,39.281602,-94.71439
24583,4/27/2020,64153,Y,39.281602,-94.71439
24997,5/15/2020,64153,Y,39.281602,-94.71439
25730,3/23/2020,64153,Y,39.281602,-94.71439
26203,4/29/2020,64153,Y,39.281602,-94.71439
27452,5/20/2020,64153,Y,39.281602,-94.71439
28212,5/22/2020,64153,Y,39.281602,-94.71439
28281,4/11/2020,64153,Y,39.281602,-94.71439
28649,5/15/2020,64153,Y,39.281602,-94.71439
28808,4/27/2020,64153,Y,39.281602,-94.71439
31509,5/20/2020,64153,Y,39.281602,-94.71439
31885,4/27/2020,64153,Y,39.281602,-94.71439
32040,4/6/2020,64153,Y,39.281602,-94.71439
32592,4/11/2020,64153,Y,39.281602,-94.71439
33052,3/15/2020,64153,Y,39.281602,-94.71439
37708,6/13/2020,64153,Y,39.281602,-94.71439
38676,7/2/2020,64153,Y,39.281602,-94.71439
39253,7/7/2020,64153,Y,39.281602,-94.71439
39723,6/28/2020,64153,Y,39.281602,-94.71439
42277,6/9/2020,64153,Y,39.281602,-94.71439
43468,7/5/2020,64153,Y,39.281602,-94.71439
47081,6/9/2020,64153,Y,39.281602,-94.71439
47090,7/5/2020,64153,Y,39.281602,-94.71439
48923,7/2/2020,64153,Y,39.281602,-94.71439
49589,6/13/2020,64153,Y,39.281602,-94.71439
50115,6/11/2020,64153,Y,39.281602,-94.71439
51181,6/28/2020,64153,Y,39.281602,-94.71439
51739,7/7/2020,64153,Y,39.281602,-94.71439
52490,7/2/2020,64153,Y,39.281602,-94.71439
52814,7/2/2020,64153,Y,39.281602,-94.71439
54610,9/4/2020,64153,Y,39.281602,-94.71439
77010,10/29/2020,64153,Y,39.281602,-94.71439
80741,10/29/2020,64153,Y,39.281602,-94.71439
81012,11/4/2020,64153,Y,39.281602,-94.71439
84216,11/4/2020,64153,Y,39.281602,-94.71439
85082,11/11/2020,64153,Y,39.281602,-94.71439
1657,1/4/2020,64152,Y,39.216635,-94.69991
4169,1/7/2020,64152,Y,39.216635,-94.69991
11391,2/8/2020,64152,Y,39.216635,-94.69991
11666,2/8/2020,64152,Y,39.216635,-94.69991
12072,1/6/2020,64152,Y,39.216635,-94.69991
12330,1/4/2020,64152,Y,39.216635,-94.69991
15962,1/4/2020,64152,Y,39.216635,-94.69991
16792,1/6/2020,64152,Y,39.216635,-94.69991
17405,1/7/2020,64152,Y,39.216635,-94.69991
22293,5/16/2020,64152,Y,39.216635,-94.69991
24391,5/7/2020,64152,Y,39.216635,-94.69991
24811,5/17/2020,64152,Y,39.216635,-94.69991
25991,5/16/2020,64152,Y,39.216635,-94.69991
26005,5/6/2020,64152,Y,39.216635,-94.69991
26457,4/21/2020,64152,Y,39.216635,-94.69991
26901,5/10/2020,64152,Y,39.216635,-94.69991
29599,5/17/2020,64152,Y,39.216635,-94.69991
29657,5/6/2020,64152,Y,39.216635,-94.69991
30378,5/7/2020,64152,Y,39.216635,-94.69991
31787,4/21/2020,64152,Y,39.216635,-94.69991
31955,4/9/2020,64152,Y,39.216635,-94.69991
33783,5/6/2020,64152,Y,39.216635,-94.69991
35427,4/9/2020,64152,Y,39.216635,-94.69991
39651,6/16/2020,64152,Y,39.216635,-94.69991
39831,6/13/2020,64152,Y,39.216635,-94.69991
42543,7/20/2020,64152,Y,39.216635,-94.69991
44963,6/16/2020,64152,Y,39.216635,-94.69991
45699,5/28/2020,64152,Y,39.216635,-94.69991
46971,5/25/2020,64152,Y,39.216635,-94.69991
47316,7/20/2020,64152,Y,39.216635,-94.69991
49952,5/28/2020,64152,Y,39.216635,-94.69991
50995,7/20/2020,64152,Y,39.216635,-94.69991
51971,7/18/2020,64152,Y,39.216635,-94.69991
52353,6/13/2020,64152,Y,39.216635,-94.69991
54856,8/30/2020,64152,Y,39.216635,-94.69991
55497,8/30/2020,64152,Y,39.216635,-94.69991
67709,8/30/2020,64152,Y,39.216635,-94.69991
67884,8/30/2020,64152,Y,39.216635,-94.69991
71658,10/15/2020,64152,Y,39.216635,-94.69991
73527,11/3/2020,64152,Y,39.216635,-94.69991
75140,11/4/2020,64152,Y,39.216635,-94.69991
75618,11/8/2020,64152,Y,39.216635,-94.69991
76760,10/11/2020,64152,Y,39.216635,-94.69991
78468,11/8/2020,64152,Y,39.216635,-94.69991
79262,11/4/2020,64152,Y,39.216635,-94.69991
79620,10/11/2020,64152,Y,39.216635,-94.69991
80575,9/26/2020,64152,Y,39.216635,-94.69991
85085,11/3/2020,64152,Y,39.216635,-94.69991
31660,4/26/2020,64163,Y,39.31835,-94.67635
34737,4/26/2020,64163,Y,39.31835,-94.67635
1380,1/19/2020,64154,Y,39.261679,-94.63353
3834,1/19/2020,64154,Y,39.261679,-94.63353
4158,2/17/2020,64154,Y,39.261679,-94.63353
5664,2/24/2020,64154,Y,39.261679,-94.63353
6718,2/2/2020,64154,Y,39.261679,-94.63353
6918,3/5/2020,64154,Y,39.261679,-94.63353
8997,2/17/2020,64154,Y,39.261679,-94.63353
9268,2/24/2020,64154,Y,39.261679,-94.63353
10060,2/24/2020,64154,Y,39.261679,-94.63353
10951,2/2/2020,64154,Y,39.261679,-94.63353
11008,2/24/2020,64154,Y,39.261679,-94.63353
12885,3/5/2020,64154,Y,39.261679,-94.63353
12930,2/15/2020,64154,Y,39.261679,-94.63353
13241,1/5/2020,64154,Y,39.261679,-94.63353
14187,2/24/2020,64154,Y,39.261679,-94.63353
15214,1/5/2020,64154,Y,39.261679,-94.63353
15520,1/2/2020,64154,Y,39.261679,-94.63353
17100,1/2/2020,64154,Y,39.261679,-94.63353
18219,2/15/2020,64154,Y,39.261679,-94.63353
18849,3/30/2020,64154,Y,39.261679,-94.63353
19091,4/3/2020,64154,Y,39.261679,-94.63353
19697,4/2/2020,64154,Y,39.261679,-94.63353
20003,3/16/2020,64154,Y,39.261679,-94.63353
20015,5/10/2020,64154,Y,39.261679,-94.63353
22009,5/2/2020,64154,Y,39.261679,-94.63353
22066,4/3/2020,64154,Y,39.261679,-94.63353
22426,4/23/2020,64154,Y,39.261679,-94.63353
22513,4/4/2020,64154,Y,39.261679,-94.63353
22602,3/27/2020,64154,Y,39.261679,-94.63353
22877,5/2/2020,64154,Y,39.261679,-94.63353
23070,5/19/2020,64154,Y,39.261679,-94.63353
23416,3/30/2020,64154,Y,39.261679,-94.63353
23466,3/13/2020,64154,Y,39.261679,-94.63353
23813,4/23/2020,64154,Y,39.261679,-94.63353
26152,4/23/2020,64154,Y,39.261679,-94.63353
27505,4/23/2020,64154,Y,39.261679,-94.63353
27889,3/27/2020,64154,Y,39.261679,-94.63353
28011,3/23/2020,64154,Y,39.261679,-94.63353
28179,5/2/2020,64154,Y,39.261679,-94.63353
28372,3/13/2020,64154,Y,39.261679,-94.63353
28958,5/14/2020,64154,Y,39.261679,-94.63353
29233,4/8/2020,64154,Y,39.261679,-94.63353
29805,4/23/2020,64154,Y,39.261679,-94.63353
30732,5/10/2020,64154,Y,39.261679,-94.63353
31158,4/23/2020,64154,Y,39.261679,-94.63353
31840,5/19/2020,64154,Y,39.261679,-94.63353
32130,3/16/2020,64154,Y,39.261679,-94.63353
32891,3/23/2020,64154,Y,39.261679,-94.63353
32892,4/2/2020,64154,Y,39.261679,-94.63353
33497,4/23/2020,64154,Y,39.261679,-94.63353
34249,4/25/2020,64154,Y,39.261679,-94.63353
34680,3/25/2020,64154,Y,39.261679,-94.63353
35089,4/8/2020,64154,Y,39.261679,-94.63353
35262,4/23/2020,64154,Y,39.261679,-94.63353
35517,4/4/2020,64154,Y,39.261679,-94.63353
35637,4/23/2020,64154,Y,39.261679,-94.63353
35773,5/2/2020,64154,Y,39.261679,-94.63353
38136,7/16/2020,64154,Y,39.261679,-94.63353
38442,6/6/2020,64154,Y,39.261679,-94.63353
38793,7/8/2020,64154,Y,39.261679,-94.63353
38820,6/23/2020,64154,Y,39.261679,-94.63353
39463,6/13/2020,64154,Y,39.261679,-94.63353
39531,7/19/2020,64154,Y,39.261679,-94.63353
39864,7/23/2020,64154,Y,39.261679,-94.63353
40239,7/4/2020,64154,Y,39.261679,-94.63353
41966,6/6/2020,64154,Y,39.261679,-94.63353
42722,6/5/2020,64154,Y,39.261679,-94.63353
44675,5/27/2020,64154,Y,39.261679,-94.63353
45336,7/2/2020,64154,Y,39.261679,-94.63353
46033,7/8/2020,64154,Y,39.261679,-94.63353
46322,6/5/2020,64154,Y,39.261679,-94.63353
47773,5/27/2020,64154,Y,39.261679,-94.63353
50701,5/30/2020,64154,Y,39.261679,-94.63353
50716,7/2/2020,64154,Y,39.261679,-94.63353
51363,7/8/2020,64154,Y,39.261679,-94.63353
51565,6/18/2020,64154,Y,39.261679,-94.63353
51879,6/23/2020,64154,Y,39.261679,-94.63353
52083,7/19/2020,64154,Y,39.261679,-94.63353
52520,6/13/2020,64154,Y,39.261679,-94.63353
52576,5/30/2020,64154,Y,39.261679,-94.63353
53499,7/23/2020,64154,Y,39.261679,-94.63353
53915,7/16/2020,64154,Y,39.261679,-94.63353
54068,7/28/2020,64154,Y,39.261679,-94.63353
54462,8/10/2020,64154,Y,39.261679,-94.63353
56563,8/15/2020,64154,Y,39.261679,-94.63353
57946,8/2/2020,64154,Y,39.261679,-94.63353
61233,8/15/2020,64154,Y,39.261679,-94.63353
61300,8/1/2020,64154,Y,39.261679,-94.63353
62650,8/2/2020,64154,Y,39.261679,-94.63353
64444,9/9/2020,64154,Y,39.261679,-94.63353
65228,8/1/2020,64154,Y,39.261679,-94.63353
66884,8/10/2020,64154,Y,39.261679,-94.63353
69130,9/9/2020,64154,Y,39.261679,-94.63353
70611,7/28/2020,64154,Y,39.261679,-94.63353
70968,8/10/2020,64154,Y,39.261679,-94.63353
71578,10/10/2020,64154,Y,39.261679,-94.63353
72484,10/1/2020,64154,Y,39.261679,-94.63353
72882,10/21/2020,64154,Y,39.261679,-94.63353
73553,11/7/2020,64154,Y,39.261679,-94.63353
73928,10/21/2020,64154,Y,39.261679,-94.63353
77713,11/7/2020,64154,Y,39.261679,-94.63353
78620,10/10/2020,64154,Y,39.261679,-94.63353
79688,11/2/2020,64154,Y,39.261679,-94.63353
80797,10/30/2020,64154,Y,39.261679,-94.63353
80813,11/2/2020,64154,Y,39.261679,-94.63353
82728,10/1/2020,64154,Y,39.261679,-94.63353
84147,10/30/2020,64154,Y,39.261679,-94.63353
209,5/18/2020,64151,Y,39.215652,-94.63021
1148,2/2/2020,64151,Y,39.215652,-94.63021
1294,3/2/2020,64151,Y,39.215652,-94.63021
1658,3/3/2020,64151,Y,39.215652,-94.63021
1883,3/8/2020,64151,Y,39.215652,-94.63021
2688,1/12/2020,64151,Y,39.215652,-94.63021
2988,3/8/2020,64151,Y,39.215652,-94.63021
4046,2/22/2020,64151,Y,39.215652,-94.63021
4204,3/2/2020,64151,Y,39.215652,-94.63021
4339,1/26/2020,64151,Y,39.215652,-94.63021
4482,2/21/2020,64151,Y,39.215652,-94.63021
4624,1/21/2020,64151,Y,39.215652,-94.63021
4756,3/8/2020,64151,Y,39.215652,-94.63021
4937,2/7/2020,64151,Y,39.215652,-94.63021
5522,3/8/2020,64151,Y,39.215652,-94.63021
6026,1/12/2020,64151,Y,39.215652,-94.63021
6993,2/2/2020,64151,Y,39.215652,-94.63021
7144,3/2/2020,64151,Y,39.215652,-94.63021
7944,1/18/2020,64151,Y,39.215652,-94.63021
8038,3/5/2020,64151,Y,39.215652,-94.63021
8383,2/8/2020,64151,Y,39.215652,-94.63021
8682,3/3/2020,64151,Y,39.215652,-94.63021
8839,1/21/2020,64151,Y,39.215652,-94.63021
9114,1/5/2020,64151,Y,39.215652,-94.63021
9163,2/7/2020,64151,Y,39.215652,-94.63021
9464,3/6/2020,64151,Y,39.215652,-94.63021
9789,2/22/2020,64151,Y,39.215652,-94.63021
9936,2/16/2020,64151,Y,39.215652,-94.63021
10877,2/4/2020,64151,Y,39.215652,-94.63021
11115,1/18/2020,64151,Y,39.215652,-94.63021
11230,1/6/2020,64151,Y,39.215652,-94.63021
12171,1/5/2020,64151,Y,39.215652,-94.63021
12739,1/6/2020,64151,Y,39.215652,-94.63021
13367,3/5/2020,64151,Y,39.215652,-94.63021
13614,3/6/2020,64151,Y,39.215652,-94.63021
13711,2/8/2020,64151,Y,39.215652,-94.63021
13894,3/8/2020,64151,Y,39.215652,-94.63021
14355,2/2/2020,64151,Y,39.215652,-94.63021
14669,2/4/2020,64151,Y,39.215652,-94.63021
15221,2/16/2020,64151,Y,39.215652,-94.63021
16335,3/2/2020,64151,Y,39.215652,-94.63021
16481,1/26/2020,64151,Y,39.215652,-94.63021
16828,3/8/2020,64151,Y,39.215652,-94.63021
18294,2/21/2020,64151,Y,39.215652,-94.63021
18889,4/18/2020,64151,Y,39.215652,-94.63021
19495,4/8/2020,64151,Y,39.215652,-94.63021
19966,5/18/2020,64151,Y,39.215652,-94.63021
20035,3/9/2020,64151,Y,39.215652,-94.63021
20111,3/10/2020,64151,Y,39.215652,-94.63021
20128,3/25/2020,64151,Y,39.215652,-94.63021
20520,3/8/2020,64151,Y,39.215652,-94.63021
20764,4/18/2020,64151,Y,39.215652,-94.63021
20958,3/12/2020,64151,Y,39.215652,-94.63021
21007,3/13/2020,64151,Y,39.215652,-94.63021
21170,5/18/2020,64151,Y,39.215652,-94.63021
21330,4/30/2020,64151,Y,39.215652,-94.63021
21332,4/8/2020,64151,Y,39.215652,-94.63021
21638,4/1/2020,64151,Y,39.215652,-94.63021
21971,5/10/2020,64151,Y,39.215652,-94.63021
22582,5/5/2020,64151,Y,39.215652,-94.63021
22960,3/22/2020,64151,Y,39.215652,-94.63021
23400,5/3/2020,64151,Y,39.215652,-94.63021
23642,3/8/2020,64151,Y,39.215652,-94.63021
23936,3/12/2020,64151,Y,39.215652,-94.63021
24307,5/7/2020,64151,Y,39.215652,-94.63021
24818,4/23/2020,64151,Y,39.215652,-94.63021
25058,4/24/2020,64151,Y,39.215652,-94.63021
25345,4/24/2020,64151,Y,39.215652,-94.63021
25906,4/12/2020,64151,Y,39.215652,-94.63021
26275,5/3/2020,64151,Y,39.215652,-94.63021
26769,5/4/2020,64151,Y,39.215652,-94.63021
26781,4/30/2020,64151,Y,39.215652,-94.63021
26982,4/17/2020,64151,Y,39.215652,-94.63021
27956,5/6/2020,64151,Y,39.215652,-94.63021
28035,3/13/2020,64151,Y,39.215652,-94.63021
28413,5/2/2020,64151,Y,39.215652,-94.63021
28659,3/18/2020,64151,Y,39.215652,-94.63021
28877,4/20/2020,64151,Y,39.215652,-94.63021
28994,4/1/2020,64151,Y,39.215652,-94.63021
29416,3/22/2020,64151,Y,39.215652,-94.63021
29477,5/4/2020,64151,Y,39.215652,-94.63021
29916,4/20/2020,64151,Y,39.215652,-94.63021
29918,4/17/2020,64151,Y,39.215652,-94.63021
30140,4/12/2020,64151,Y,39.215652,-94.63021
30156,3/8/2020,64151,Y,39.215652,-94.63021
30451,5/4/2020,64151,Y,39.215652,-94.63021
30517,5/3/2020,64151,Y,39.215652,-94.63021
30656,4/17/2020,64151,Y,39.215652,-94.63021
31054,5/3/2020,64151,Y,39.215652,-94.63021
32009,5/5/2020,64151,Y,39.215652,-94.63021
32100,3/9/2020,64151,Y,39.215652,-94.63021
32178,3/25/2020,64151,Y,39.215652,-94.63021
32909,5/6/2020,64151,Y,39.215652,-94.63021
33147,5/4/2020,64151,Y,39.215652,-94.63021
33293,5/2/2020,64151,Y,39.215652,-94.63021
33666,4/20/2020,64151,Y,39.215652,-94.63021
33677,5/18/2020,64151,Y,39.215652,-94.63021
33709,3/24/2020,64151,Y,39.215652,-94.63021
34300,3/8/2020,64151,Y,39.215652,-94.63021
34449,3/10/2020,64151,Y,39.215652,-94.63021
34643,3/18/2020,64151,Y,39.215652,-94.63021
34735,4/20/2020,64151,Y,39.215652,-94.63021
35109,3/24/2020,64151,Y,39.215652,-94.63021
35174,4/17/2020,64151,Y,39.215652,-94.63021
35190,5/7/2020,64151,Y,39.215652,-94.63021
36323,5/10/2020,64151,Y,39.215652,-94.63021
37458,6/5/2020,64151,Y,39.215652,-94.63021
37592,7/8/2020,64151,Y,39.215652,-94.63021
37886,5/24/2020,64151,Y,39.215652,-94.63021
38428,6/8/2020,64151,Y,39.215652,-94.63021
39110,7/8/2020,64151,Y,39.215652,-94.63021
39113,7/12/2020,64151,Y,39.215652,-94.63021
39251,6/9/2020,64151,Y,39.215652,-94.63021
39660,7/16/2020,64151,Y,39.215652,-94.63021
39917,7/20/2020,64151,Y,39.215652,-94.63021
40007,6/23/2020,64151,Y,39.215652,-94.63021
40059,5/26/2020,64151,Y,39.215652,-94.63021
40389,7/12/2020,64151,Y,39.215652,-94.63021
42037,7/12/2020,64151,Y,39.215652,-94.63021
42375,6/13/2020,64151,Y,39.215652,-94.63021
42673,6/5/2020,64151,Y,39.215652,-94.63021
42810,6/14/2020,64151,Y,39.215652,-94.63021
43054,7/15/2020,64151,Y,39.215652,-94.63021
43130,5/24/2020,64151,Y,39.215652,-94.63021
43225,6/27/2020,64151,Y,39.215652,-94.63021
43571,6/5/2020,64151,Y,39.215652,-94.63021
43575,6/9/2020,64151,Y,39.215652,-94.63021
43749,5/26/2020,64151,Y,39.215652,-94.63021
43919,7/12/2020,64151,Y,39.215652,-94.63021
43978,6/8/2020,64151,Y,39.215652,-94.63021
44000,7/2/2020,64151,Y,39.215652,-94.63021
44049,7/12/2020,64151,Y,39.215652,-94.63021
44382,7/21/2020,64151,Y,39.215652,-94.63021
44778,7/10/2020,64151,Y,39.215652,-94.63021
44883,7/8/2020,64151,Y,39.215652,-94.63021
45863,6/5/2020,64151,Y,39.215652,-94.63021
46083,6/24/2020,64151,Y,39.215652,-94.63021
46342,6/14/2020,64151,Y,39.215652,-94.63021
46486,5/26/2020,64151,Y,39.215652,-94.63021
46785,6/16/2020,64151,Y,39.215652,-94.63021
46885,6/27/2020,64151,Y,39.215652,-94.63021
46989,7/9/2020,64151,Y,39.215652,-94.63021
46991,7/9/2020,64151,Y,39.215652,-94.63021
47117,6/13/2020,64151,Y,39.215652,-94.63021
47439,6/5/2020,64151,Y,39.215652,-94.63021
48145,6/8/2020,64151,Y,39.215652,-94.63021
48167,6/22/2020,64151,Y,39.215652,-94.63021
48413,7/15/2020,64151,Y,39.215652,-94.63021
48508,5/26/2020,64151,Y,39.215652,-94.63021
48545,7/8/2020,64151,Y,39.215652,-94.63021
48572,5/30/2020,64151,Y,39.215652,-94.63021
48955,7/10/2020,64151,Y,39.215652,-94.63021
49261,7/2/2020,64151,Y,39.215652,-94.63021
49756,7/20/2020,64151,Y,39.215652,-94.63021
49931,6/5/2020,64151,Y,39.215652,-94.63021
50205,6/16/2020,64151,Y,39.215652,-94.63021
50422,5/24/2020,64151,Y,39.215652,-94.63021
50466,6/23/2020,64151,Y,39.215652,-94.63021
50906,6/24/2020,64151,Y,39.215652,-94.63021
53775,5/30/2020,64151,Y,39.215652,-94.63021
53874,7/16/2020,64151,Y,39.215652,-94.63021
54863,8/6/2020,64151,Y,39.215652,-94.63021
55446,7/25/2020,64151,Y,39.215652,-94.63021
56730,8/13/2020,64151,Y,39.215652,-94.63021
56868,7/28/2020,64151,Y,39.215652,-94.63021
57141,9/7/2020,64151,Y,39.215652,-94.63021
61127,8/26/2020,64151,Y,39.215652,-94.63021
61156,7/28/2020,64151,Y,39.215652,-94.63021
62304,9/7/2020,64151,Y,39.215652,-94.63021
64290,9/3/2020,64151,Y,39.215652,-94.63021
65258,7/28/2020,64151,Y,39.215652,-94.63021
65969,8/11/2020,64151,Y,39.215652,-94.63021
66858,8/27/2020,64151,Y,39.215652,-94.63021
66862,8/26/2020,64151,Y,39.215652,-94.63021
67328,9/3/2020,64151,Y,39.215652,-94.63021
68178,8/12/2020,64151,Y,39.215652,-94.63021
68283,8/6/2020,64151,Y,39.215652,-94.63021
68293,7/25/2020,64151,Y,39.215652,-94.63021
70137,8/13/2020,64151,Y,39.215652,-94.63021
70401,8/27/2020,64151,Y,39.215652,-94.63021
71659,11/5/2020,64151,Y,39.215652,-94.63021
72235,11/1/2020,64151,Y,39.215652,-94.63021
72913,10/8/2020,64151,Y,39.215652,-94.63021
73872,11/1/2020,64151,Y,39.215652,-94.63021
73977,10/15/2020,64151,Y,39.215652,-94.63021
75500,10/15/2020,64151,Y,39.215652,-94.63021
75698,10/8/2020,64151,Y,39.215652,-94.63021
76302,11/1/2020,64151,Y,39.215652,-94.63021
76479,10/24/2020,64151,Y,39.215652,-94.63021
77432,11/15/2020,64151,Y,39.215652,-94.63021
77946,11/5/2020,64151,Y,39.215652,-94.63021
78853,10/24/2020,64151,Y,39.215652,-94.63021
79941,11/5/2020,64151,Y,39.215652,-94.63021
80215,9/27/2020,64151,Y,39.215652,-94.63021
80617,10/15/2020,64151,Y,39.215652,-94.63021
81428,10/15/2020,64151,Y,39.215652,-94.63021
81576,11/15/2020,64151,Y,39.215652,-94.63021
81850,11/5/2020,64151,Y,39.215652,-94.63021
81976,11/1/2020,64151,Y,39.215652,-94.63021
83782,10/15/2020,64151,Y,39.215652,-94.63021
84261,9/27/2020,64151,Y,39.215652,-94.63021
84655,10/15/2020,64151,Y,39.215652,-94.63021
15880,2/15/2020,64102,Y,39.093854,-94.60411
17246,2/15/2020,64102,Y,39.093854,-94.60411
44172,5/26/2020,64102,Y,39.093854,-94.60411
48339,5/26/2020,64102,Y,39.093854,-94.60411
56459,9/5/2020,64102,Y,39.093854,-94.60411
70388,9/5/2020,64102,Y,39.093854,-94.60411
77052,11/4/2020,64102,Y,39.093854,-94.60411
80787,10/31/2020,64102,Y,39.093854,-94.60411
80801,11/4/2020,64102,Y,39.093854,-94.60411
84306,10/31/2020,64102,Y,39.093854,-94.60411
21876,5/7/2020,64101,Y,39.103037,-94.60066
31061,5/19/2020,64101,Y,39.103037,-94.60066
36236,5/7/2020,64101,Y,39.103037,-94.60066
62340,9/2/2020,64101,Y,39.103037,-94.60066
67000,9/2/2020,64101,Y,39.103037,-94.60066
1763,2/8/2020,64145,Y,38.896407,-94.59666
4971,2/24/2020,64145,Y,38.896407,-94.59666
10557,1/3/2020,64145,Y,38.896407,-94.59666
13514,1/3/2020,64145,Y,38.896407,-94.59666
15539,2/8/2020,64145,Y,38.896407,-94.59666
20009,3/10/2020,64145,Y,38.896407,-94.59666
25069,4/23/2020,64145,Y,38.896407,-94.59666
25249,3/10/2020,64145,Y,38.896407,-94.59666
26915,5/17/2020,64145,Y,38.896407,-94.59666
28695,4/23/2020,64145,Y,38.896407,-94.59666
28699,4/23/2020,64145,Y,38.896407,-94.59666
32402,4/23/2020,64145,Y,38.896407,-94.59666
32504,4/4/2020,64145,Y,38.896407,-94.59666
33351,5/17/2020,64145,Y,38.896407,-94.59666
34941,4/4/2020,64145,Y,38.896407,-94.59666
37988,7/19/2020,64145,Y,38.896407,-94.59666
38542,6/4/2020,64145,Y,38.896407,-94.59666
38931,6/6/2020,64145,Y,38.896407,-94.59666
39340,6/10/2020,64145,Y,38.896407,-94.59666
44110,6/10/2020,64145,Y,38.896407,-94.59666
44226,6/6/2020,64145,Y,38.896407,-94.59666
45081,7/6/2020,64145,Y,38.896407,-94.59666
47186,6/6/2020,64145,Y,38.896407,-94.59666
48840,6/10/2020,64145,Y,38.896407,-94.59666
49260,7/6/2020,64145,Y,38.896407,-94.59666
50273,6/6/2020,64145,Y,38.896407,-94.59666
51572,7/19/2020,64145,Y,38.896407,-94.59666
53286,6/4/2020,64145,Y,38.896407,-94.59666
54080,8/9/2020,64145,Y,38.896407,-94.59666
64019,7/23/2020,64145,Y,38.896407,-94.59666
65385,7/23/2020,64145,Y,38.896407,-94.59666
68049,8/9/2020,64145,Y,38.896407,-94.59666
73713,9/29/2020,64145,Y,38.896407,-94.59666
76174,9/29/2020,64145,Y,38.896407,-94.59666
79424,9/29/2020,64145,Y,38.896407,-94.59666
83590,9/29/2020,64145,Y,38.896407,-94.59666
709,1/8/2020,64114,Y,38.966056,-94.59641
805,2/10/2020,64114,Y,38.966056,-94.59641
1020,2/18/2020,64114,Y,38.966056,-94.59641
1524,2/4/2020,64114,Y,38.966056,-94.59641
1574,2/5/2020,64114,Y,38.966056,-94.59641
2212,2/13/2020,64114,Y,38.966056,-94.59641
2497,1/17/2020,64114,Y,38.966056,-94.59641
2548,2/10/2020,64114,Y,38.966056,-94.59641
3200,1/6/2020,64114,Y,38.966056,-94.59641
4205,1/21/2020,64114,Y,38.966056,-94.59641
4217,1/17/2020,64114,Y,38.966056,-94.59641
4512,1/3/2020,64114,Y,38.966056,-94.59641
4634,1/21/2020,64114,Y,38.966056,-94.59641
4651,2/3/2020,64114,Y,38.966056,-94.59641
4704,1/13/2020,64114,Y,38.966056,-94.59641
4979,2/6/2020,64114,Y,38.966056,-94.59641
5048,1/21/2020,64114,Y,38.966056,-94.59641
5063,1/17/2020,64114,Y,38.966056,-94.59641
5084,1/15/2020,64114,Y,38.966056,-94.59641
5176,2/10/2020,64114,Y,38.966056,-94.59641
5228,1/5/2020,64114,Y,38.966056,-94.59641
5440,2/4/2020,64114,Y,38.966056,-94.59641
5941,1/8/2020,64114,Y,38.966056,-94.59641
6179,2/24/2020,64114,Y,38.966056,-94.59641
6200,2/4/2020,64114,Y,38.966056,-94.59641
6566,1/22/2020,64114,Y,38.966056,-94.59641
7474,2/15/2020,64114,Y,38.966056,-94.59641
7720,1/10/2020,64114,Y,38.966056,-94.59641
7791,1/13/2020,64114,Y,38.966056,-94.59641
7931,2/10/2020,64114,Y,38.966056,-94.59641
8547,1/25/2020,64114,Y,38.966056,-94.59641
8614,2/4/2020,64114,Y,38.966056,-94.59641
8781,2/15/2020,64114,Y,38.966056,-94.59641
9224,2/16/2020,64114,Y,38.966056,-94.59641
9706,1/12/2020,64114,Y,38.966056,-94.59641
9860,2/24/2020,64114,Y,38.966056,-94.59641
9870,1/15/2020,64114,Y,38.966056,-94.59641
10226,1/12/2020,64114,Y,38.966056,-94.59641
10416,1/21/2020,64114,Y,38.966056,-94.59641
10692,2/9/2020,64114,Y,38.966056,-94.59641
10742,3/3/2020,64114,Y,38.966056,-94.59641
10756,1/28/2020,64114,Y,38.966056,-94.59641
11189,2/9/2020,64114,Y,38.966056,-94.59641
11310,2/7/2020,64114,Y,38.966056,-94.59641
11773,1/5/2020,64114,Y,38.966056,-94.59641
11895,2/9/2020,64114,Y,38.966056,-94.59641
11978,1/22/2020,64114,Y,38.966056,-94.59641
12071,1/11/2020,64114,Y,38.966056,-94.59641
12369,2/16/2020,64114,Y,38.966056,-94.59641
12632,2/9/2020,64114,Y,38.966056,-94.59641
12824,2/15/2020,64114,Y,38.966056,-94.59641
