,Reported_Date,Zip Code,DVFlag,Latitude,Longitude
13209,1/20/2020,64118,Y,39.213082,-94.57248
13451,2/8/2020,64118,Y,39.213082,-94.57248
14225,1/1/2020,64118,Y,39.213082,-94.57248
14232,2/21/2020,64118,Y,39.213082,-94.57248
14239,1/12/2020,64118,Y,39.213082,-94.57248
14532,1/19/2020,64118,Y,39.213082,-94.57248
14629,2/9/2020,64118,Y,39.213082,-94.57248
14639,1/14/2020,64118,Y,39.213082,-94.57248
14936,1/20/2020,64118,Y,39.213082,-94.57248
15534,2/21/2020,64118,Y,39.213082,-94.57248
15602,2/3/2020,64118,Y,39.213082,-94.57248
15620,2/1/2020,64118,Y,39.213082,-94.57248
15765,1/14/2020,64118,Y,39.213082,-94.57248
15810,3/7/2020,64118,Y,39.213082,-94.57248
16227,1/2/2020,64118,Y,39.213082,-94.57248
16249,1/8/2020,64118,Y,39.213082,-94.57248
16376,1/19/2020,64118,Y,39.213082,-94.57248
17116,1/14/2020,64118,Y,39.213082,-94.57248
17329,2/3/2020,64118,Y,39.213082,-94.57248
17338,1/20/2020,64118,Y,39.213082,-94.57248
17875,1/23/2020,64118,Y,39.213082,-94.57248
17974,1/20/2020,64118,Y,39.213082,-94.57248
18549,5/18/2020,64118,Y,39.213082,-94.57248
18703,3/29/2020,64118,Y,39.213082,-94.57248
19024,4/26/2020,64118,Y,39.213082,-94.57248
19170,4/17/2020,64118,Y,39.213082,-94.57248
19326,5/10/2020,64118,Y,39.213082,-94.57248
19482,3/9/2020,64118,Y,39.213082,-94.57248
19540,3/22/2020,64118,Y,39.213082,-94.57248
19652,5/20/2020,64118,Y,39.213082,-94.57248
19687,4/22/2020,64118,Y,39.213082,-94.57248
19799,4/17/2020,64118,Y,39.213082,-94.57248
20046,3/29/2020,64118,Y,39.213082,-94.57248
20480,3/17/2020,64118,Y,39.213082,-94.57248
20721,4/27/2020,64118,Y,39.213082,-94.57248
20726,3/29/2020,64118,Y,39.213082,-94.57248
20803,4/12/2020,64118,Y,39.213082,-94.57248
21110,3/14/2020,64118,Y,39.213082,-94.57248
21116,4/4/2020,64118,Y,39.213082,-94.57248
21282,4/30/2020,64118,Y,39.213082,-94.57248
21518,5/7/2020,64118,Y,39.213082,-94.57248
21691,5/15/2020,64118,Y,39.213082,-94.57248
21696,4/23/2020,64118,Y,39.213082,-94.57248
21722,4/12/2020,64118,Y,39.213082,-94.57248
21966,4/16/2020,64118,Y,39.213082,-94.57248
21970,5/4/2020,64118,Y,39.213082,-94.57248
22134,3/12/2020,64118,Y,39.213082,-94.57248
22419,4/6/2020,64118,Y,39.213082,-94.57248
22492,3/20/2020,64118,Y,39.213082,-94.57248
22669,5/21/2020,64118,Y,39.213082,-94.57248
22730,3/17/2020,64118,Y,39.213082,-94.57248
22802,3/16/2020,64118,Y,39.213082,-94.57248
23040,4/25/2020,64118,Y,39.213082,-94.57248
23267,3/19/2020,64118,Y,39.213082,-94.57248
23285,4/17/2020,64118,Y,39.213082,-94.57248
23302,4/6/2020,64118,Y,39.213082,-94.57248
23365,4/18/2020,64118,Y,39.213082,-94.57248
23394,3/20/2020,64118,Y,39.213082,-94.57248
24087,4/30/2020,64118,Y,39.213082,-94.57248
24157,5/14/2020,64118,Y,39.213082,-94.57248
24686,3/14/2020,64118,Y,39.213082,-94.57248
24828,5/20/2020,64118,Y,39.213082,-94.57248
24862,5/11/2020,64118,Y,39.213082,-94.57248
24913,5/8/2020,64118,Y,39.213082,-94.57248
25029,5/8/2020,64118,Y,39.213082,-94.57248
25099,3/29/2020,64118,Y,39.213082,-94.57248
25333,4/23/2020,64118,Y,39.213082,-94.57248
25513,4/27/2020,64118,Y,39.213082,-94.57248
25536,4/9/2020,64118,Y,39.213082,-94.57248
25673,4/17/2020,64118,Y,39.213082,-94.57248
25712,5/8/2020,64118,Y,39.213082,-94.57248
25779,5/14/2020,64118,Y,39.213082,-94.57248
25865,3/17/2020,64118,Y,39.213082,-94.57248
25907,3/15/2020,64118,Y,39.213082,-94.57248
25909,3/16/2020,64118,Y,39.213082,-94.57248
25966,5/1/2020,64118,Y,39.213082,-94.57248
26145,4/12/2020,64118,Y,39.213082,-94.57248
26196,3/24/2020,64118,Y,39.213082,-94.57248
26889,5/7/2020,64118,Y,39.213082,-94.57248
27170,4/30/2020,64118,Y,39.213082,-94.57248
27325,5/4/2020,64118,Y,39.213082,-94.57248
27385,5/11/2020,64118,Y,39.213082,-94.57248
27599,4/26/2020,64118,Y,39.213082,-94.57248
27716,3/14/2020,64118,Y,39.213082,-94.57248
28057,4/10/2020,64118,Y,39.213082,-94.57248
28253,3/16/2020,64118,Y,39.213082,-94.57248
28365,4/25/2020,64118,Y,39.213082,-94.57248
28740,4/18/2020,64118,Y,39.213082,-94.57248
29053,3/15/2020,64118,Y,39.213082,-94.57248
29067,5/20/2020,64118,Y,39.213082,-94.57248
29317,3/29/2020,64118,Y,39.213082,-94.57248
29715,3/17/2020,64118,Y,39.213082,-94.57248
29750,4/9/2020,64118,Y,39.213082,-94.57248
30135,5/1/2020,64118,Y,39.213082,-94.57248
30153,3/16/2020,64118,Y,39.213082,-94.57248
30335,3/29/2020,64118,Y,39.213082,-94.57248
30423,4/17/2020,64118,Y,39.213082,-94.57248
30474,4/21/2020,64118,Y,39.213082,-94.57248
30498,4/25/2020,64118,Y,39.213082,-94.57248
30546,5/8/2020,64118,Y,39.213082,-94.57248
30573,5/20/2020,64118,Y,39.213082,-94.57248
31291,4/4/2020,64118,Y,39.213082,-94.57248
31302,4/26/2020,64118,Y,39.213082,-94.57248
31304,5/21/2020,64118,Y,39.213082,-94.57248
31527,4/25/2020,64118,Y,39.213082,-94.57248
31957,3/16/2020,64118,Y,39.213082,-94.57248
32244,4/12/2020,64118,Y,39.213082,-94.57248
32373,4/16/2020,64118,Y,39.213082,-94.57248
32382,4/10/2020,64118,Y,39.213082,-94.57248
32534,4/23/2020,64118,Y,39.213082,-94.57248
32866,5/18/2020,64118,Y,39.213082,-94.57248
33261,3/22/2020,64118,Y,39.213082,-94.57248
33411,4/22/2020,64118,Y,39.213082,-94.57248
33520,3/29/2020,64118,Y,39.213082,-94.57248
33613,5/10/2020,64118,Y,39.213082,-94.57248
33681,4/19/2020,64118,Y,39.213082,-94.57248
33843,4/26/2020,64118,Y,39.213082,-94.57248
34080,4/17/2020,64118,Y,39.213082,-94.57248
34309,5/15/2020,64118,Y,39.213082,-94.57248
34473,3/19/2020,64118,Y,39.213082,-94.57248
34762,3/29/2020,64118,Y,39.213082,-94.57248
34800,3/9/2020,64118,Y,39.213082,-94.57248
35081,4/30/2020,64118,Y,39.213082,-94.57248
35171,4/21/2020,64118,Y,39.213082,-94.57248
35325,5/21/2020,64118,Y,39.213082,-94.57248
35389,3/12/2020,64118,Y,39.213082,-94.57248
35399,4/4/2020,64118,Y,39.213082,-94.57248
35412,4/4/2020,64118,Y,39.213082,-94.57248
35741,4/25/2020,64118,Y,39.213082,-94.57248
35778,4/19/2020,64118,Y,39.213082,-94.57248
36008,3/14/2020,64118,Y,39.213082,-94.57248
36028,5/21/2020,64118,Y,39.213082,-94.57248
36437,5/31/2020,64118,Y,39.213082,-94.57248
36492,6/6/2020,64118,Y,39.213082,-94.57248
37568,6/7/2020,64118,Y,39.213082,-94.57248
37583,6/28/2020,64118,Y,39.213082,-94.57248
38728,6/30/2020,64118,Y,39.213082,-94.57248
38964,6/27/2020,64118,Y,39.213082,-94.57248
39196,6/8/2020,64118,Y,39.213082,-94.57248
40307,6/19/2020,64118,Y,39.213082,-94.57248
40330,5/26/2020,64118,Y,39.213082,-94.57248
42762,6/7/2020,64118,Y,39.213082,-94.57248
43278,5/31/2020,64118,Y,39.213082,-94.57248
43970,5/25/2020,64118,Y,39.213082,-94.57248
44321,6/27/2020,64118,Y,39.213082,-94.57248
44807,5/31/2020,64118,Y,39.213082,-94.57248
45377,6/16/2020,64118,Y,39.213082,-94.57248
45514,6/19/2020,64118,Y,39.213082,-94.57248
46267,5/27/2020,64118,Y,39.213082,-94.57248
46922,5/31/2020,64118,Y,39.213082,-94.57248
47060,6/14/2020,64118,Y,39.213082,-94.57248
47575,5/25/2020,64118,Y,39.213082,-94.57248
48079,5/29/2020,64118,Y,39.213082,-94.57248
48085,5/27/2020,64118,Y,39.213082,-94.57248
48100,5/27/2020,64118,Y,39.213082,-94.57248
48827,6/15/2020,64118,Y,39.213082,-94.57248
50104,7/14/2020,64118,Y,39.213082,-94.57248
50120,5/31/2020,64118,Y,39.213082,-94.57248
50135,6/19/2020,64118,Y,39.213082,-94.57248
50157,6/16/2020,64118,Y,39.213082,-94.57248
50580,5/31/2020,64118,Y,39.213082,-94.57248
50672,6/6/2020,64118,Y,39.213082,-94.57248
50750,6/14/2020,64118,Y,39.213082,-94.57248
51742,6/8/2020,64118,Y,39.213082,-94.57248
52236,5/29/2020,64118,Y,39.213082,-94.57248
52274,6/28/2020,64118,Y,39.213082,-94.57248
52785,5/27/2020,64118,Y,39.213082,-94.57248
53086,7/14/2020,64118,Y,39.213082,-94.57248
53410,5/26/2020,64118,Y,39.213082,-94.57248
53456,6/30/2020,64118,Y,39.213082,-94.57248
53474,6/15/2020,64118,Y,39.213082,-94.57248
54121,9/22/2020,64118,Y,39.213082,-94.57248
54177,9/18/2020,64118,Y,39.213082,-94.57248
54430,8/28/2020,64118,Y,39.213082,-94.57248
54539,7/27/2020,64118,Y,39.213082,-94.57248
54572,8/13/2020,64118,Y,39.213082,-94.57248
54932,7/27/2020,64118,Y,39.213082,-94.57248
55442,7/31/2020,64118,Y,39.213082,-94.57248
55648,7/27/2020,64118,Y,39.213082,-94.57248
56287,8/13/2020,64118,Y,39.213082,-94.57248
56540,8/30/2020,64118,Y,39.213082,-94.57248
56759,7/31/2020,64118,Y,39.213082,-94.57248
57214,8/7/2020,64118,Y,39.213082,-94.57248
58120,7/27/2020,64118,Y,39.213082,-94.57248
58367,7/27/2020,64118,Y,39.213082,-94.57248
58566,7/27/2020,64118,Y,39.213082,-94.57248
58644,8/23/2020,64118,Y,39.213082,-94.57248
59177,8/7/2020,64118,Y,39.213082,-94.57248
59236,8/30/2020,64118,Y,39.213082,-94.57248
59747,7/27/2020,64118,Y,39.213082,-94.57248
60119,7/25/2020,64118,Y,39.213082,-94.57248
60294,9/22/2020,64118,Y,39.213082,-94.57248
60798,8/9/2020,64118,Y,39.213082,-94.57248
60906,8/30/2020,64118,Y,39.213082,-94.57248
60936,7/27/2020,64118,Y,39.213082,-94.57248
61182,9/5/2020,64118,Y,39.213082,-94.57248
61316,7/27/2020,64118,Y,39.213082,-94.57248
61730,7/27/2020,64118,Y,39.213082,-94.57248
61866,8/30/2020,64118,Y,39.213082,-94.57248
62250,7/25/2020,64118,Y,39.213082,-94.57248
63769,7/27/2020,64118,Y,39.213082,-94.57248
64241,7/25/2020,64118,Y,39.213082,-94.57248
64943,7/27/2020,64118,Y,39.213082,-94.57248
65090,8/30/2020,64118,Y,39.213082,-94.57248
65394,8/18/2020,64118,Y,39.213082,-94.57248
65617,7/27/2020,64118,Y,39.213082,-94.57248
65842,7/25/2020,64118,Y,39.213082,-94.57248
66055,8/9/2020,64118,Y,39.213082,-94.57248
66597,8/23/2020,64118,Y,39.213082,-94.57248
67596,7/25/2020,64118,Y,39.213082,-94.57248
68284,8/17/2020,64118,Y,39.213082,-94.57248
68506,8/13/2020,64118,Y,39.213082,-94.57248
68914,8/28/2020,64118,Y,39.213082,-94.57248
69010,7/27/2020,64118,Y,39.213082,-94.57248
69507,8/18/2020,64118,Y,39.213082,-94.57248
69664,8/13/2020,64118,Y,39.213082,-94.57248
70119,7/27/2020,64118,Y,39.213082,-94.57248
70781,8/4/2020,64118,Y,39.213082,-94.57248
71322,7/27/2020,64118,Y,39.213082,-94.57248
72017,10/4/2020,64118,Y,39.213082,-94.57248
72293,9/29/2020,64118,Y,39.213082,-94.57248
72303,10/25/2020,64118,Y,39.213082,-94.57248
72313,10/14/2020,64118,Y,39.213082,-94.57248
74551,10/14/2020,64118,Y,39.213082,-94.57248
76399,10/25/2020,64118,Y,39.213082,-94.57248
77840,10/4/2020,64118,Y,39.213082,-94.57248
79971,11/9/2020,64118,Y,39.213082,-94.57248
80641,10/14/2020,64118,Y,39.213082,-94.57248
81113,11/5/2020,64118,Y,39.213082,-94.57248
81142,11/5/2020,64118,Y,39.213082,-94.57248
81702,11/5/2020,64118,Y,39.213082,-94.57248
82046,9/29/2020,64118,Y,39.213082,-94.57248
82710,10/13/2020,64118,Y,39.213082,-94.57248
83251,10/8/2020,64118,Y,39.213082,-94.57248
84502,11/5/2020,64118,Y,39.213082,-94.57248
85053,10/13/2020,64118,Y,39.213082,-94.57248
50,2/3/2020,64109,Y,39.065954,-94.56643
217,5/22/2020,64109,Y,39.065954,-94.56643
282,7/2/2020,64109,Y,39.065954,-94.56643
855,1/22/2020,64109,Y,39.065954,-94.56643
894,2/15/2020,64109,Y,39.065954,-94.56643
985,2/28/2020,64109,Y,39.065954,-94.56643
1557,2/28/2020,64109,Y,39.065954,-94.56643
1643,1/9/2020,64109,Y,39.065954,-94.56643
2034,1/26/2020,64109,Y,39.065954,-94.56643
2300,1/22/2020,64109,Y,39.065954,-94.56643
2502,2/7/2020,64109,Y,39.065954,-94.56643
2598,1/8/2020,64109,Y,39.065954,-94.56643
2813,1/26/2020,64109,Y,39.065954,-94.56643
2843,2/22/2020,64109,Y,39.065954,-94.56643
3312,1/14/2020,64109,Y,39.065954,-94.56643
3668,3/8/2020,64109,Y,39.065954,-94.56643
3690,2/3/2020,64109,Y,39.065954,-94.56643
3987,1/20/2020,64109,Y,39.065954,-94.56643
4091,1/14/2020,64109,Y,39.065954,-94.56643
4139,1/25/2020,64109,Y,39.065954,-94.56643
4239,1/23/2020,64109,Y,39.065954,-94.56643
4259,1/3/2020,64109,Y,39.065954,-94.56643
4552,2/15/2020,64109,Y,39.065954,-94.56643
5112,1/25/2020,64109,Y,39.065954,-94.56643
5131,2/28/2020,64109,Y,39.065954,-94.56643
5329,2/13/2020,64109,Y,39.065954,-94.56643
5426,1/16/2020,64109,Y,39.065954,-94.56643
5565,2/15/2020,64109,Y,39.065954,-94.56643
5788,2/12/2020,64109,Y,39.065954,-94.56643
5881,3/5/2020,64109,Y,39.065954,-94.56643
6271,1/8/2020,64109,Y,39.065954,-94.56643
6544,1/14/2020,64109,Y,39.065954,-94.56643
6825,2/28/2020,64109,Y,39.065954,-94.56643
6896,1/24/2020,64109,Y,39.065954,-94.56643
6999,1/14/2020,64109,Y,39.065954,-94.56643
7555,1/9/2020,64109,Y,39.065954,-94.56643
7843,1/24/2020,64109,Y,39.065954,-94.56643
8222,1/14/2020,64109,Y,39.065954,-94.56643
8457,2/12/2020,64109,Y,39.065954,-94.56643
8529,2/28/2020,64109,Y,39.065954,-94.56643
9289,1/30/2020,64109,Y,39.065954,-94.56643
9509,1/15/2020,64109,Y,39.065954,-94.56643
9567,2/13/2020,64109,Y,39.065954,-94.56643
9709,2/23/2020,64109,Y,39.065954,-94.56643
10339,1/16/2020,64109,Y,39.065954,-94.56643
10408,1/25/2020,64109,Y,39.065954,-94.56643
11026,1/22/2020,64109,Y,39.065954,-94.56643
11065,1/25/2020,64109,Y,39.065954,-94.56643
11130,1/9/2020,64109,Y,39.065954,-94.56643
11691,1/8/2020,64109,Y,39.065954,-94.56643
12279,1/27/2020,64109,Y,39.065954,-94.56643
12479,1/26/2020,64109,Y,39.065954,-94.56643
12931,1/30/2020,64109,Y,39.065954,-94.56643
12994,1/25/2020,64109,Y,39.065954,-94.56643
13027,1/8/2020,64109,Y,39.065954,-94.56643
14031,1/25/2020,64109,Y,39.065954,-94.56643
14450,2/23/2020,64109,Y,39.065954,-94.56643
15074,1/26/2020,64109,Y,39.065954,-94.56643
15098,1/22/2020,64109,Y,39.065954,-94.56643
15127,1/16/2020,64109,Y,39.065954,-94.56643
15334,1/8/2020,64109,Y,39.065954,-94.56643
15477,2/3/2020,64109,Y,39.065954,-94.56643
15756,2/7/2020,64109,Y,39.065954,-94.56643
15766,3/2/2020,64109,Y,39.065954,-94.56643
15807,1/22/2020,64109,Y,39.065954,-94.56643
15934,1/9/2020,64109,Y,39.065954,-94.56643
16429,1/27/2020,64109,Y,39.065954,-94.56643
16620,2/22/2020,64109,Y,39.065954,-94.56643
16868,3/8/2020,64109,Y,39.065954,-94.56643
16916,2/3/2020,64109,Y,39.065954,-94.56643
16941,1/3/2020,64109,Y,39.065954,-94.56643
17137,3/2/2020,64109,Y,39.065954,-94.56643
17364,3/5/2020,64109,Y,39.065954,-94.56643
17749,1/15/2020,64109,Y,39.065954,-94.56643
17810,2/15/2020,64109,Y,39.065954,-94.56643
17820,2/28/2020,64109,Y,39.065954,-94.56643
17847,1/17/2020,64109,Y,39.065954,-94.56643
17939,1/14/2020,64109,Y,39.065954,-94.56643
17997,1/21/2020,64109,Y,39.065954,-94.56643
18040,1/8/2020,64109,Y,39.065954,-94.56643
19148,5/8/2020,64109,Y,39.065954,-94.56643
19260,4/20/2020,64109,Y,39.065954,-94.56643
19453,5/19/2020,64109,Y,39.065954,-94.56643
19480,5/6/2020,64109,Y,39.065954,-94.56643
19713,4/6/2020,64109,Y,39.065954,-94.56643
19727,4/25/2020,64109,Y,39.065954,-94.56643
19846,4/29/2020,64109,Y,39.065954,-94.56643
19854,4/9/2020,64109,Y,39.065954,-94.56643
19899,5/21/2020,64109,Y,39.065954,-94.56643
19969,3/15/2020,64109,Y,39.065954,-94.56643
19971,4/7/2020,64109,Y,39.065954,-94.56643
20116,3/22/2020,64109,Y,39.065954,-94.56643
20669,4/21/2020,64109,Y,39.065954,-94.56643
20909,3/30/2020,64109,Y,39.065954,-94.56643
20998,4/6/2020,64109,Y,39.065954,-94.56643
21067,3/24/2020,64109,Y,39.065954,-94.56643
21317,3/26/2020,64109,Y,39.065954,-94.56643
21340,4/11/2020,64109,Y,39.065954,-94.56643
21522,3/15/2020,64109,Y,39.065954,-94.56643
21621,3/17/2020,64109,Y,39.065954,-94.56643
22059,5/12/2020,64109,Y,39.065954,-94.56643
22106,3/10/2020,64109,Y,39.065954,-94.56643
22555,5/5/2020,64109,Y,39.065954,-94.56643
22700,3/24/2020,64109,Y,39.065954,-94.56643
22930,5/5/2020,64109,Y,39.065954,-94.56643
22957,5/21/2020,64109,Y,39.065954,-94.56643
23601,4/25/2020,64109,Y,39.065954,-94.56643
23860,4/26/2020,64109,Y,39.065954,-94.56643
23991,3/25/2020,64109,Y,39.065954,-94.56643
24505,4/29/2020,64109,Y,39.065954,-94.56643
25003,4/15/2020,64109,Y,39.065954,-94.56643
25015,4/6/2020,64109,Y,39.065954,-94.56643
25197,4/24/2020,64109,Y,39.065954,-94.56643
25257,4/21/2020,64109,Y,39.065954,-94.56643
25370,4/18/2020,64109,Y,39.065954,-94.56643
25478,4/1/2020,64109,Y,39.065954,-94.56643
25523,5/19/2020,64109,Y,39.065954,-94.56643
25868,3/17/2020,64109,Y,39.065954,-94.56643
25891,3/24/2020,64109,Y,39.065954,-94.56643
25956,4/7/2020,64109,Y,39.065954,-94.56643
25992,4/25/2020,64109,Y,39.065954,-94.56643
26130,4/23/2020,64109,Y,39.065954,-94.56643
26253,3/21/2020,64109,Y,39.065954,-94.56643
26351,5/12/2020,64109,Y,39.065954,-94.56643
26731,4/11/2020,64109,Y,39.065954,-94.56643
26845,5/21/2020,64109,Y,39.065954,-94.56643
26922,3/25/2020,64109,Y,39.065954,-94.56643
26942,3/10/2020,64109,Y,39.065954,-94.56643
27135,4/12/2020,64109,Y,39.065954,-94.56643
27465,4/27/2020,64109,Y,39.065954,-94.56643
27532,3/30/2020,64109,Y,39.065954,-94.56643
28068,5/9/2020,64109,Y,39.065954,-94.56643
28387,4/25/2020,64109,Y,39.065954,-94.56643
28580,4/6/2020,64109,Y,39.065954,-94.56643
28677,5/13/2020,64109,Y,39.065954,-94.56643
29217,4/26/2020,64109,Y,39.065954,-94.56643
29273,4/23/2020,64109,Y,39.065954,-94.56643
29411,3/12/2020,64109,Y,39.065954,-94.56643
29535,4/7/2020,64109,Y,39.065954,-94.56643
29564,5/18/2020,64109,Y,39.065954,-94.56643
29785,5/11/2020,64109,Y,39.065954,-94.56643
29843,5/21/2020,64109,Y,39.065954,-94.56643
29941,5/22/2020,64109,Y,39.065954,-94.56643
30007,4/24/2020,64109,Y,39.065954,-94.56643
30049,5/11/2020,64109,Y,39.065954,-94.56643
30243,4/1/2020,64109,Y,39.065954,-94.56643
30486,3/25/2020,64109,Y,39.065954,-94.56643
30967,4/28/2020,64109,Y,39.065954,-94.56643
31049,3/21/2020,64109,Y,39.065954,-94.56643
31398,4/12/2020,64109,Y,39.065954,-94.56643
31533,5/21/2020,64109,Y,39.065954,-94.56643
31703,3/25/2020,64109,Y,39.065954,-94.56643
32091,4/7/2020,64109,Y,39.065954,-94.56643
32174,4/27/2020,64109,Y,39.065954,-94.56643
32378,5/9/2020,64109,Y,39.065954,-94.56643
32436,4/20/2020,64109,Y,39.065954,-94.56643
32876,5/10/2020,64109,Y,39.065954,-94.56643
33215,4/9/2020,64109,Y,39.065954,-94.56643
33273,5/18/2020,64109,Y,39.065954,-94.56643
33301,3/22/2020,64109,Y,39.065954,-94.56643
33461,4/25/2020,64109,Y,39.065954,-94.56643
33585,3/12/2020,64109,Y,39.065954,-94.56643
33630,3/10/2020,64109,Y,39.065954,-94.56643
33730,5/6/2020,64109,Y,39.065954,-94.56643
33840,4/1/2020,64109,Y,39.065954,-94.56643
33865,5/13/2020,64109,Y,39.065954,-94.56643
33888,4/25/2020,64109,Y,39.065954,-94.56643
33964,5/8/2020,64109,Y,39.065954,-94.56643
34279,3/26/2020,64109,Y,39.065954,-94.56643
34430,3/24/2020,64109,Y,39.065954,-94.56643
34540,3/26/2020,64109,Y,39.065954,-94.56643
34626,4/15/2020,64109,Y,39.065954,-94.56643
35080,5/21/2020,64109,Y,39.065954,-94.56643
35383,3/24/2020,64109,Y,39.065954,-94.56643
35496,5/10/2020,64109,Y,39.065954,-94.56643
36217,4/28/2020,64109,Y,39.065954,-94.56643
36489,5/25/2020,64109,Y,39.065954,-94.56643
36735,6/13/2020,64109,Y,39.065954,-94.56643
36864,6/29/2020,64109,Y,39.065954,-94.56643
36886,5/29/2020,64109,Y,39.065954,-94.56643
36888,7/13/2020,64109,Y,39.065954,-94.56643
37015,7/11/2020,64109,Y,39.065954,-94.56643
37074,7/3/2020,64109,Y,39.065954,-94.56643
37558,5/24/2020,64109,Y,39.065954,-94.56643
37929,7/6/2020,64109,Y,39.065954,-94.56643
38017,6/13/2020,64109,Y,39.065954,-94.56643
38170,7/6/2020,64109,Y,39.065954,-94.56643
38184,6/22/2020,64109,Y,39.065954,-94.56643
38839,7/6/2020,64109,Y,39.065954,-94.56643
39052,7/10/2020,64109,Y,39.065954,-94.56643
39187,7/9/2020,64109,Y,39.065954,-94.56643
39246,6/20/2020,64109,Y,39.065954,-94.56643
39315,7/3/2020,64109,Y,39.065954,-94.56643
39380,6/22/2020,64109,Y,39.065954,-94.56643
39488,6/5/2020,64109,Y,39.065954,-94.56643
39494,7/5/2020,64109,Y,39.065954,-94.56643
40040,7/3/2020,64109,Y,39.065954,-94.56643
40043,6/22/2020,64109,Y,39.065954,-94.56643
40163,6/25/2020,64109,Y,39.065954,-94.56643
40279,7/6/2020,64109,Y,39.065954,-94.56643
40302,7/16/2020,64109,Y,39.065954,-94.56643
40669,6/22/2020,64109,Y,39.065954,-94.56643
40859,6/15/2020,64109,Y,39.065954,-94.56643
41053,6/13/2020,64109,Y,39.065954,-94.56643
41086,5/24/2020,64109,Y,39.065954,-94.56643
41146,6/22/2020,64109,Y,39.065954,-94.56643
41156,6/22/2020,64109,Y,39.065954,-94.56643
41259,7/21/2020,64109,Y,39.065954,-94.56643
41631,7/16/2020,64109,Y,39.065954,-94.56643
41948,6/13/2020,64109,Y,39.065954,-94.56643
42032,7/13/2020,64109,Y,39.065954,-94.56643
42046,6/29/2020,64109,Y,39.065954,-94.56643
42091,6/8/2020,64109,Y,39.065954,-94.56643
42121,6/25/2020,64109,Y,39.065954,-94.56643
42187,6/22/2020,64109,Y,39.065954,-94.56643
42922,7/13/2020,64109,Y,39.065954,-94.56643
43584,7/6/2020,64109,Y,39.065954,-94.56643
43887,5/24/2020,64109,Y,39.065954,-94.56643
43948,6/29/2020,64109,Y,39.065954,-94.56643
43949,7/6/2020,64109,Y,39.065954,-94.56643
44137,6/22/2020,64109,Y,39.065954,-94.56643
44156,5/25/2020,64109,Y,39.065954,-94.56643
44221,7/5/2020,64109,Y,39.065954,-94.56643
44284,6/22/2020,64109,Y,39.065954,-94.56643
44534,7/10/2020,64109,Y,39.065954,-94.56643
44674,6/22/2020,64109,Y,39.065954,-94.56643
44812,6/22/2020,64109,Y,39.065954,-94.56643
45354,7/10/2020,64109,Y,39.065954,-94.56643
45358,7/6/2020,64109,Y,39.065954,-94.56643
45596,5/23/2020,64109,Y,39.065954,-94.56643
45650,6/20/2020,64109,Y,39.065954,-94.56643
45679,7/15/2020,64109,Y,39.065954,-94.56643
45740,6/25/2020,64109,Y,39.065954,-94.56643
45784,6/19/2020,64109,Y,39.065954,-94.56643
45872,7/16/2020,64109,Y,39.065954,-94.56643
46128,6/15/2020,64109,Y,39.065954,-94.56643
46418,6/9/2020,64109,Y,39.065954,-94.56643
46585,5/24/2020,64109,Y,39.065954,-94.56643
46753,7/3/2020,64109,Y,39.065954,-94.56643
46845,6/22/2020,64109,Y,39.065954,-94.56643
46873,6/8/2020,64109,Y,39.065954,-94.56643
46940,6/5/2020,64109,Y,39.065954,-94.56643
46949,6/24/2020,64109,Y,39.065954,-94.56643
47107,7/2/2020,64109,Y,39.065954,-94.56643
47385,6/29/2020,64109,Y,39.065954,-94.56643
47921,7/5/2020,64109,Y,39.065954,-94.56643
48082,7/10/2020,64109,Y,39.065954,-94.56643
48117,6/29/2020,64109,Y,39.065954,-94.56643
48466,5/26/2020,64109,Y,39.065954,-94.56643
48485,7/6/2020,64109,Y,39.065954,-94.56643
49021,6/1/2020,64109,Y,39.065954,-94.56643
49302,6/28/2020,64109,Y,39.065954,-94.56643
49347,7/6/2020,64109,Y,39.065954,-94.56643
49382,6/22/2020,64109,Y,39.065954,-94.56643
49395,7/6/2020,64109,Y,39.065954,-94.56643
49446,5/28/2020,64109,Y,39.065954,-94.56643
49898,5/29/2020,64109,Y,39.065954,-94.56643
50331,7/6/2020,64109,Y,39.065954,-94.56643
50424,7/3/2020,64109,Y,39.065954,-94.56643
50448,5/23/2020,64109,Y,39.065954,-94.56643
50503,7/13/2020,64109,Y,39.065954,-94.56643
50589,5/25/2020,64109,Y,39.065954,-94.56643
50657,6/19/2020,64109,Y,39.065954,-94.56643
50795,7/2/2020,64109,Y,39.065954,-94.56643
51345,5/24/2020,64109,Y,39.065954,-94.56643
51354,7/3/2020,64109,Y,39.065954,-94.56643
51690,6/24/2020,64109,Y,39.065954,-94.56643
51696,6/26/2020,64109,Y,39.065954,-94.56643
52038,5/26/2020,64109,Y,39.065954,-94.56643
52202,6/9/2020,64109,Y,39.065954,-94.56643
52226,7/9/2020,64109,Y,39.065954,-94.56643
52491,6/26/2020,64109,Y,39.065954,-94.56643
52759,5/24/2020,64109,Y,39.065954,-94.56643
52884,6/28/2020,64109,Y,39.065954,-94.56643
52982,7/10/2020,64109,Y,39.065954,-94.56643
53051,5/28/2020,64109,Y,39.065954,-94.56643
53233,6/25/2020,64109,Y,39.065954,-94.56643
53607,6/1/2020,64109,Y,39.065954,-94.56643
53931,7/16/2020,64109,Y,39.065954,-94.56643
53953,7/11/2020,64109,Y,39.065954,-94.56643
54004,7/6/2020,64109,Y,39.065954,-94.56643
